Gender,Age,Married,Number of Dependents,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method
Male,Middle-aged Adults,No,0,0,69,No Offer,Yes,47.43,Yes,DSL,22.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Male,Young Adults,Yes,0,1,72,Offer A,Yes,21.72,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,2,10,No Offer,No,0.0,No,Cable,20.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,2,53,Offer B,Yes,42.18,Yes,Fiber Optic,53.0,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,40,No Offer,Yes,11.56,No,DSL,26.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card
Female,Old Adults,Yes,0,3,71,No Offer,Yes,47.02,Yes,Fiber Optic,12.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card
Male,Old Adults,Yes,1,>=10,67,Offer A,Yes,18.29,Yes,Fiber Optic,11.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal
Female,Young Adults,Yes,0,1,8,Offer E,Yes,23.68,No,DSL,41.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Young Adults,Yes,0,4,4,Offer E,Yes,9.98,Yes,Fiber Optic,51.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,1,9,38,Offer C,Yes,33.1,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Middle-aged Adults,Yes,0,1,8,No Offer,Yes,16.88,No,Fiber Optic,6.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Male,Old Adults,Yes,0,>=10,33,No Offer,Yes,44.54,No,Fiber Optic,18.0,Yes,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,21,Offer D,Yes,44.01,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,0,1,11,Offer D,Yes,13.33,No,Fiber Optic,19.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,14,Offer D,No,0.0,No,Cable,6.0,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,48,Offer B,Yes,30.82,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,1,1,14,No Offer,Yes,45.6,No,Cable,19.0,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,2,Offer E,Yes,39.63,No,Fiber Optic,23.0,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,Yes,>=3,6,71,Offer A,Yes,16.13,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,4,Offer E,Yes,21.81,Yes,Fiber Optic,14.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,6,69,No Offer,Yes,34.55,No,Fiber Optic,19.0,Yes,Yes,No,No,No,Yes,No,Yes,One Year,No,Credit Card
Female,Young Adults,No,0,0,25,Offer C,Yes,9.57,Yes,Fiber Optic,59.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Old Adults,No,0,0,14,No Offer,Yes,48.01,No,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,0,45,Offer B,Yes,29.81,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,44,Offer B,Yes,49.57,Yes,Cable,21.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,0,12,No Offer,Yes,30.79,No,DSL,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,5,Offer E,Yes,20.86,No,Fiber Optic,8.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,Yes,0,3,60,No Offer,No,0.0,No,DSL,22.0,No,Yes,No,No,Yes,Yes,No,No,Two Year,Yes,Credit Card
Male,Young Adults,Yes,0,1,21,Offer D,Yes,21.83,Yes,Fiber Optic,59.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,>=3,0,18,Offer D,Yes,41.08,Yes,Fiber Optic,48.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,14,Offer D,Yes,7.62,No,Fiber Optic,3.0,No,Yes,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,0,9,67,Offer A,Yes,48.68,Yes,Fiber Optic,17.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Old Adults,Yes,0,6,52,Offer B,Yes,41.34,Yes,Cable,24.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,Young Adults,Yes,0,1,58,Offer B,Yes,17.22,No,Cable,21.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card
Male,Young Adults,No,0,0,1,No Offer,Yes,24.24,No,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Female,Old Adults,No,0,0,1,Offer E,Yes,22.5,No,Fiber Optic,27.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,17,No Offer,Yes,31.6,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
Male,Middle-aged Adults,No,0,0,35,No Offer,Yes,20.61,Yes,DSL,16.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,2,3,48,Offer B,Yes,13.26,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Old Adults,Yes,0,0,36,Offer C,Yes,11.32,Yes,Fiber Optic,16.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,28,Offer C,Yes,30.48,Yes,Fiber Optic,13.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,12,No Offer,No,0.0,No,DSL,19.0,Yes,No,No,Yes,No,No,No,Yes,One Year,Yes,Mailed Check
Female,Old Adults,No,0,0,10,No Offer,Yes,4.76,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check
Male,Young Adults,Yes,0,6,63,No Offer,Yes,44.55,Yes,DSL,29.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,15,No Offer,Yes,15.28,No,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
Female,Young Adults,Yes,>=3,3,72,No Offer,Yes,24.48,Yes,Cable,69.0,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,9,Offer E,No,0.0,No,Cable,19.0,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card
Female,Young Adults,Yes,>=3,3,25,Offer C,Yes,2.82,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,Middle-aged Adults,Yes,0,2,44,Offer B,Yes,21.39,Yes,Fiber Optic,10.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,1,No Offer,Yes,33.58,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Male,Young Adults,Yes,0,1,10,No Offer,Yes,11.3,No,Fiber Optic,4.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,1,Offer E,Yes,34.47,Yes,Fiber Optic,59.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,0,9,72,No Offer,Yes,44.2,Yes,Fiber Optic,2.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,2,No Offer,Yes,6.2,No,Fiber Optic,6.0,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,4,No Offer,Yes,16.25,Yes,DSL,51.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,No,0,0,65,Offer B,Yes,44.7,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Male,Old Adults,Yes,0,2,72,Offer A,Yes,34.29,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Young Adults,Yes,0,>=10,57,Offer B,Yes,8.01,Yes,Fiber Optic,73.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,40,Offer B,Yes,33.66,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,Yes,0,0,25,No Offer,Yes,29.81,No,Fiber Optic,52.0,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,1,No Offer,Yes,32.45,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Old Adults,No,0,0,53,No Offer,Yes,18.81,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Old Adults,Yes,2,5,52,No Offer,Yes,16.53,No,DSL,12.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Old Adults,Yes,0,1,12,Offer D,Yes,30.63,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,35,No Offer,Yes,16.91,No,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Young Adults,No,0,0,1,No Offer,Yes,39.58,No,DSL,28.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,4,Offer E,Yes,9.75,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card
Female,Young Adults,No,0,0,70,Offer A,Yes,10.21,Yes,Fiber Optic,52.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,8,No Offer,No,0.0,No,Cable,4.0,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Mailed Check
Female,Middle-aged Adults,Yes,0,8,10,No Offer,Yes,31.09,No,DSL,5.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Mailed Check
Male,Middle-aged Adults,No,0,0,30,No Offer,Yes,2.64,Yes,DSL,15.0,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check
Female,Middle-aged Adults,No,0,0,15,Offer D,Yes,33.14,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Young Adults,No,0,0,69,Offer A,Yes,36.5,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Old Adults,Yes,0,8,63,No Offer,Yes,10.67,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,1,8,No Offer,Yes,11.35,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,1,1,3,No Offer,No,0.0,No,DSL,19.0,No,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card
Male,Old Adults,Yes,0,5,4,No Offer,Yes,6.03,No,Fiber Optic,8.0,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,13,No Offer,Yes,19.03,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,69,No Offer,No,0.0,No,Cable,18.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,11,Offer D,Yes,26.84,No,Fiber Optic,15.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,72,No Offer,Yes,38.28,Yes,DSL,24.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Young Adults,No,0,0,26,No Offer,Yes,14.3,Yes,Fiber Optic,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,>=3,1,27,No Offer,Yes,2.4,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Old Adults,Yes,0,>=10,4,No Offer,Yes,14.34,Yes,Fiber Optic,14.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,72,No Offer,No,0.0,No,DSL,6.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Middle-aged Adults,No,1,0,14,Offer D,Yes,44.14,No,DSL,24.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,43,Offer B,Yes,19.66,Yes,Fiber Optic,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,Yes,2,1,17,No Offer,No,0.0,No,DSL,52.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card
Female,Young Adults,Yes,0,8,18,Offer D,Yes,18.55,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,52,No Offer,No,0.0,No,DSL,18.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Young Adults,No,0,0,18,No Offer,Yes,34.21,Yes,Fiber Optic,19.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,23,Offer D,Yes,46.17,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Female,Middle-aged Adults,Yes,0,1,30,No Offer,Yes,15.36,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,2,>=10,50,Offer B,Yes,44.49,Yes,Cable,28.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card
Male,Young Adults,Yes,1,5,55,No Offer,Yes,46.61,No,DSL,30.0,No,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card
Female,Old Adults,Yes,0,2,55,Offer B,Yes,42.82,Yes,Fiber Optic,27.0,No,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,>=10,71,Offer A,Yes,37.69,No,Fiber Optic,8.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,31,No Offer,Yes,25.57,No,DSL,27.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,0,3,20,Offer D,Yes,33.78,No,DSL,18.0,Yes,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Credit Card
Male,Young Adults,Yes,0,1,19,No Offer,Yes,5.93,Yes,Fiber Optic,51.0,No,No,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,1,No Offer,Yes,22.56,Yes,Cable,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,No,0,0,8,Offer E,Yes,31.02,No,None,0.0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card
Male,Old Adults,Yes,0,1,23,No Offer,Yes,42.59,Yes,Fiber Optic,2.0,No,No,No,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Male,Young Adults,No,0,0,1,No Offer,Yes,31.34,No,Fiber Optic,52.0,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,3,66,No Offer,Yes,6.94,Yes,Fiber Optic,23.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,Young Adults,No,2,0,19,Offer D,No,0.0,No,DSL,59.0,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card
Male,Old Adults,No,0,0,32,No Offer,Yes,25.89,No,None,0.0,No,No,No,No,No,No,No,No,One Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,50,Offer B,No,0.0,No,DSL,20.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Male,Young Adults,No,0,0,12,No Offer,Yes,11.04,No,Fiber Optic,16.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,7,No Offer,Yes,9.14,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,33,No Offer,Yes,10.34,Yes,Fiber Optic,22.0,No,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card
Female,Old Adults,Yes,1,1,64,Offer B,Yes,6.83,Yes,Fiber Optic,19.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,8,No Offer,Yes,7.02,No,DSL,23.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,1,6,35,No Offer,No,0.0,No,DSL,30.0,No,No,No,Yes,Yes,No,No,Yes,One Year,No,Credit Card
Female,Young Adults,No,0,0,8,Offer E,Yes,19.68,Yes,Fiber Optic,41.0,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,43,Offer B,Yes,6.71,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,6,22,No Offer,Yes,35.62,Yes,Fiber Optic,29.0,Yes,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card
Female,Young Adults,Yes,0,4,30,Offer C,Yes,15.94,No,DSL,53.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Male,Old Adults,Yes,0,1,13,Offer D,Yes,27.82,No,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,2,2,71,No Offer,Yes,16.84,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Old Adults,No,0,0,25,Offer C,Yes,19.75,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,Yes,1,>=10,72,Offer A,Yes,33.75,Yes,Cable,30.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,4,Offer E,Yes,1.3,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Young Adults,No,0,0,64,No Offer,Yes,28.13,Yes,Fiber Optic,18.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
Male,Middle-aged Adults,No,0,0,1,No Offer,Yes,22.05,Yes,Cable,28.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Young Adults,No,0,0,27,No Offer,Yes,34.98,No,Fiber Optic,26.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,1,1,No Offer,Yes,39.79,No,Fiber Optic,7.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check
Female,Old Adults,Yes,0,5,64,No Offer,No,0.0,No,DSL,27.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,1,4,68,Offer A,Yes,47.91,Yes,DSL,23.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,1,2,Offer E,Yes,9.76,No,Cable,27.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,0,3,54,Offer B,Yes,28.17,No,DSL,76.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal
Female,Young Adults,No,0,0,12,Offer D,Yes,30.54,Yes,Fiber Optic,47.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,15,No Offer,Yes,6.56,No,DSL,52.0,No,No,No,No,Yes,No,No,Yes,One Year,No,Credit Card
Male,Middle-aged Adults,No,0,0,9,Offer E,Yes,7.32,Yes,Fiber Optic,11.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,5,No Offer,No,0.0,No,DSL,15.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
Male,Middle-aged Adults,Yes,0,>=10,18,Offer D,Yes,45.92,No,DSL,17.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,31,No Offer,Yes,30.07,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Old Adults,No,0,0,41,No Offer,Yes,27.95,Yes,Fiber Optic,23.0,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Old Adults,No,0,0,72,Offer A,Yes,10.87,Yes,Fiber Optic,16.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,9,49,Offer B,Yes,25.1,Yes,DSL,30.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Male,Young Adults,Yes,2,2,71,No Offer,Yes,9.2,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Female,Middle-aged Adults,No,0,0,19,Offer D,Yes,40.22,No,Cable,22.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,7,30,No Offer,Yes,17.33,No,DSL,13.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal
Male,Young Adults,Yes,>=3,7,72,Offer A,Yes,8.51,Yes,Fiber Optic,24.0,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal
Male,Young Adults,Yes,>=3,1,25,No Offer,Yes,23.69,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Middle-aged Adults,Yes,1,3,47,No Offer,Yes,38.25,No,Fiber Optic,20.0,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,1,No Offer,Yes,43.52,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,13,No Offer,Yes,4.45,Yes,Fiber Optic,25.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,Yes,2,1,53,No Offer,Yes,43.39,No,Fiber Optic,29.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,9,No Offer,Yes,1.85,No,Fiber Optic,22.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,31,No Offer,No,0.0,No,DSL,10.0,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Male,Young Adults,Yes,0,2,72,Offer A,Yes,6.89,Yes,Fiber Optic,73.0,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal
Male,Middle-aged Adults,No,0,0,71,No Offer,Yes,39.08,Yes,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal
Female,Middle-aged Adults,Yes,0,1,38,Offer C,Yes,42.14,No,DSL,19.0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card
Male,Young Adults,Yes,0,1,71,Offer A,Yes,3.86,Yes,Fiber Optic,85.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card
Female,Middle-aged Adults,No,0,0,8,Offer E,Yes,26.47,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check
Male,Middle-aged Adults,No,1,0,27,Offer C,Yes,32.28,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
Male,Young Adults,Yes,1,6,67,No Offer,Yes,40.96,Yes,Fiber Optic,47.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal
Female,Old Adults,Yes,0,>=10,56,Offer B,Yes,11.55,Yes,Fiber Optic,27.0,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal
Female,Middle-aged Adults,No,0,0,41,Offer B,No,0.0,No,Cable,21.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Old Adults,No,0,0,3,Offer E,Yes,32.43,No,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
Female,Young Adults,No,0,0,1,Offer E,Yes,5.36,No,None,0.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card
Female,Middle-aged Adults,Yes,0,0,14,No Offer,Yes,14.61,No,None,0.0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card
